City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Constitucion,-35.3333,-72.4167,50.59,92,1,5.46,CL,2022-03-26 09:37:57
293,Sabha,27.0377,14.4283,69.49,12,0,20.58,LY,2022-03-26 09:37:58
294,Portland,45.5234,-122.6762,52.61,79,75,3.0,US,2022-03-26 09:33:57
295,Labuhan,-6.8844,112.2051,83.89,74,25,9.22,ID,2022-03-26 09:38:01
296,Ponta Delgada,37.7333,-25.6667,59.72,94,75,25.32,PT,2022-03-26 09:38:02
297,Takoradi,4.8845,-1.7554,85.78,69,95,5.46,GH,2022-03-26 09:38:03
298,Tautira,-17.7333,-149.15,81.07,75,94,11.54,PF,2022-03-26 09:38:04
299,Churapcha,62.0025,132.4325,8.94,91,99,2.66,RU,2022-03-26 09:38:05
300,Linhares,-19.3911,-40.0722,74.37,90,23,5.37,BR,2022-03-26 09:38:07
301,Grand-Santi,4.25,-54.3833,72.57,98,97,2.66,GF,2022-03-26 09:38:07
302,Mokrous,51.2333,47.5167,31.62,99,56,10.71,RU,2022-03-26 09:38:08
303,Augusto Correa,-1.0217,-46.635,74.64,97,99,2.17,BR,2022-03-26 09:38:09
304,Songjianghe,42.1859,127.479,29.23,87,29,2.01,CN,2022-03-26 09:38:10
305,Carutapera,-1.195,-46.02,75.94,94,100,4.16,BR,2022-03-26 09:38:11
306,Seredka,58.1584,28.1858,40.75,75,99,19.8,RU,2022-03-26 09:38:12
307,Linhai,28.85,121.1167,58.93,72,96,4.09,CN,2022-03-26 09:38:13
308,Mount Isa,-20.7333,139.5,82.17,54,40,3.44,AU,2022-03-26 09:38:14
309,Kamyshevatskaya,46.4132,37.9563,45.68,59,2,12.71,RU,2022-03-26 09:38:16
310,Chipiona,36.7366,-6.437,59.22,77,31,5.75,ES,2022-03-26 09:38:17
311,Areka,7.0667,37.7,81.61,34,50,10.31,ET,2022-03-26 09:38:18
312,Nome,64.5011,-165.4064,11.16,92,0,4.61,US,2022-03-26 09:38:19
313,Flinders,-34.5833,150.8552,67.37,87,82,7.0,AU,2022-03-26 09:38:20
314,Naze,28.3667,129.4833,61.72,85,100,14.29,JP,2022-03-26 09:38:21
315,Mar Del Plata,-38.0023,-57.5575,64.09,97,100,15.99,AR,2022-03-26 09:34:34
316,San Vicente,-26.6167,-54.1333,49.42,95,0,0.89,AR,2022-03-26 09:38:23
317,Kinarut,5.8231,116.0466,87.82,74,20,6.91,MY,2022-03-26 09:38:24
318,Majene,-3.5403,118.9707,82.27,75,26,4.61,ID,2022-03-26 09:38:25
319,Pangnirtung,66.1451,-65.7125,18.73,94,100,7.36,CA,2022-03-26 09:38:26
320,Rock Sound,24.9,-76.2,73.02,69,100,15.99,BS,2022-03-26 09:38:27
321,Adrar,20.5022,-10.0711,74.16,22,5,9.37,MR,2022-03-26 09:38:28
322,Jaguaquara,-13.5306,-39.9708,68.05,88,73,1.97,BR,2022-03-26 09:38:29
323,Ichinohe,40.2069,141.3017,46.4,97,100,6.93,JP,2022-03-26 09:38:30
324,Brae,60.3964,-1.353,46.89,95,100,6.6,GB,2022-03-26 09:39:31
325,Alexandria,31.2156,29.9553,64.36,63,40,9.22,EG,2022-03-26 09:39:32
326,Narasannapeta,18.4167,84.05,89.2,55,24,17.65,IN,2022-03-26 09:39:33
327,Lingao,19.9103,109.6859,85.62,60,27,12.26,CN,2022-03-26 09:39:33
328,Cabo San Lucas,22.8909,-109.9124,70.52,64,74,3.8,MX,2022-03-26 09:35:47
329,Souillac,-20.5167,57.5167,86.38,70,40,11.5,MU,2022-03-26 09:39:35
330,Mednogorskiy,43.9178,41.1825,38.25,76,100,4.09,RU,2022-03-26 09:39:36
331,Buenaventura,3.8801,-77.0312,74.44,95,99,1.83,CO,2022-03-26 09:39:37
332,Tocopilla,-22.092,-70.1979,66.76,66,5,6.71,CL,2022-03-26 09:39:38
333,Progreso,21.2833,-89.6667,63.1,57,55,10.36,MX,2022-03-26 09:39:39
334,Lavrentiya,65.5833,-171.0,-1.21,100,61,4.43,RU,2022-03-26 09:39:40
335,Dafeng,23.4517,108.5881,71.22,78,100,9.17,CN,2022-03-26 09:39:41
336,Dandong,40.1292,124.3947,50.07,45,24,8.97,CN,2022-03-26 09:39:42
337,The Valley,18.217,-63.0578,76.86,78,59,18.95,AI,2022-03-26 09:39:43
338,Port-Cartier,50.0334,-66.8654,30.42,97,100,22.66,CA,2022-03-26 09:39:44
339,Oltu,40.5498,42.0013,30.51,77,98,1.88,TR,2022-03-26 09:39:45
340,Mildura,-34.2,142.15,78.76,34,1,5.75,AU,2022-03-26 09:39:46
341,Stutterheim,-32.5708,27.424,60.46,83,99,4.03,ZA,2022-03-26 09:39:47
342,Sinnamary,5.3833,-52.95,77.05,87,83,13.31,GF,2022-03-26 09:39:48
343,Aitape,-3.1374,142.3475,80.89,81,99,4.56,PG,2022-03-26 09:39:49
344,Banposh,22.25,84.8,106.66,8,11,11.14,IN,2022-03-26 09:39:50
345,Sao Joao Da Barra,-21.6403,-41.0511,75.29,89,94,10.71,BR,2022-03-26 09:39:51
346,Huarmey,-10.0681,-78.1522,70.27,84,100,6.4,PE,2022-03-26 09:39:52
347,Taltal,-25.4,-70.4833,61.9,84,21,2.24,CL,2022-03-26 09:39:53
348,Kodinsk,58.6881,99.1844,27.9,93,100,13.67,RU,2022-03-26 09:39:53
349,Duku,11.2361,4.9073,98.53,8,0,12.08,NG,2022-03-26 09:39:54
350,Bandraboua,-12.7044,45.1223,87.48,73,39,4.16,YT,2022-03-26 09:39:55
351,Salvador,13.8333,-88.9167,72.0,78,68,3.96,SV,2022-03-26 09:39:56
352,Manga,11.6636,-1.0731,93.74,35,90,5.82,BF,2022-03-26 09:39:57
353,Inhambane,-23.865,35.3833,76.98,83,75,3.44,MZ,2022-03-26 09:39:58
354,Tokat,40.4167,36.5833,35.76,82,88,2.1,TR,2022-03-26 09:40:00
355,Atar,20.5169,-13.0499,69.85,32,5,6.91,MR,2022-03-26 09:40:01
356,Dongsheng,39.8161,109.9776,35.47,23,1,24.83,CN,2022-03-26 09:40:02
357,Sakhipur,24.3,90.1833,100.11,15,19,6.29,BD,2022-03-26 09:40:04
358,Chake Chake,-5.2459,39.7666,91.08,52,53,8.43,TZ,2022-03-26 09:40:05
359,Alofi,-19.0595,-169.9187,76.89,94,100,4.61,NU,2022-03-26 09:40:06
360,Hunchun,42.8675,130.3581,40.87,75,70,5.44,CN,2022-03-26 09:40:07
361,Imbituba,-28.24,-48.6703,69.82,86,50,5.99,BR,2022-03-26 09:40:08
362,Maragogi,-9.0122,-35.2225,77.67,86,100,3.8,BR,2022-03-26 09:37:59
363,Virginia Beach,36.8529,-75.978,51.85,64,0,9.22,US,2022-03-26 09:35:59
364,Korla,41.7597,86.1469,57.33,26,13,17.27,CN,2022-03-26 09:40:11
365,Lakatoro,-16.0999,167.4164,80.22,84,90,5.64,VU,2022-03-26 09:40:12
366,Hokitika,-42.7167,170.9667,60.49,72,78,3.69,NZ,2022-03-26 09:40:13
367,Umm Lajj,25.0213,37.2685,80.11,21,0,18.25,SA,2022-03-26 09:40:14
368,Poum,-20.2333,164.0167,80.65,71,39,10.36,NC,2022-03-26 09:40:15
369,Logan,41.7355,-111.8344,50.04,48,20,5.01,US,2022-03-26 09:39:03
370,Locri,38.2414,16.2623,66.33,54,81,6.22,IT,2022-03-26 09:40:16
371,Mecca,21.4267,39.8261,90.48,7,0,4.25,SA,2022-03-26 09:38:36
372,Jacqueville,5.2052,-4.4146,82.04,77,54,6.85,CI,2022-03-26 09:41:18
373,Husavik,66.0449,-17.3389,40.28,88,100,17.16,IS,2022-03-26 09:41:19
374,Gamba,-2.65,10.0,83.73,75,91,8.95,GA,2022-03-26 09:41:20
375,Amarpur,25.0333,86.9,102.6,6,0,17.09,IN,2022-03-26 09:41:21
376,Abu Dhabi,24.4667,54.3667,86.11,39,0,9.22,AE,2022-03-26 09:41:22
377,Gwadar,25.1216,62.3254,84.43,46,0,13.98,PK,2022-03-26 09:41:23
378,Talaya,61.3833,152.75,-8.59,100,73,2.53,RU,2022-03-26 09:41:24
379,Asau,46.4333,26.4,54.28,36,0,5.88,RO,2022-03-26 09:41:25
380,Sharkan,57.2989,53.8712,29.88,93,100,15.52,RU,2022-03-26 09:41:26
381,Garden City,42.3256,-83.331,37.65,89,100,14.97,US,2022-03-26 09:40:58
382,Ketchikan,55.3422,-131.6461,40.98,93,100,0.0,US,2022-03-26 09:36:33
383,Kpandae,8.4689,-0.0113,91.56,47,33,6.87,GH,2022-03-26 09:41:28
384,Visby,57.6409,18.296,46.06,65,0,20.71,SE,2022-03-26 09:41:30
385,Sauda,59.6506,6.3542,42.67,85,100,2.91,NO,2022-03-26 09:41:31
386,Borogontsy,62.6683,131.1683,7.34,95,82,1.32,RU,2022-03-26 09:41:32
387,Plouzane,48.3833,-4.6167,55.45,67,30,13.8,FR,2022-03-26 09:36:52
388,Koungou,-12.7336,45.2042,87.51,74,20,6.91,YT,2022-03-26 09:41:34
389,Marienburg,54.0359,19.0266,54.84,54,55,18.77,PL,2022-03-26 09:41:35
390,Dolores,-36.3132,-57.6792,60.91,89,100,16.04,AR,2022-03-26 09:41:36
391,Uyemskiy,64.4743,40.8524,23.05,85,100,20.13,RU,2022-03-26 09:41:37
392,Kultayevo,57.8943,55.9392,32.97,37,0,11.18,RU,2022-03-26 09:41:38
393,Richards Bay,-28.783,32.0377,79.12,63,86,7.74,ZA,2022-03-26 09:41:39
394,Yarmouth,41.7057,-70.2286,44.74,86,0,5.99,US,2022-03-26 09:41:41
395,Bogorodskoye,56.55,37.8833,36.99,89,100,17.52,RU,2022-03-26 09:41:42
396,Kahului,20.8947,-156.47,72.84,83,75,9.22,US,2022-03-26 09:41:43
397,Morant Bay,17.8815,-76.4093,76.62,83,61,3.67,JM,2022-03-26 09:41:44
398,Mugango,-1.6833,33.7,82.24,50,53,6.02,TZ,2022-03-26 09:41:45
399,Bathsheba,13.2167,-59.5167,77.61,78,75,16.11,BB,2022-03-26 09:41:46
400,Mogadishu,2.0371,45.3438,87.67,79,40,11.5,SO,2022-03-26 09:41:47
401,Casas Grandes,30.3667,-107.95,54.5,12,75,3.4,MX,2022-03-26 09:41:48
402,Berlevag,70.8578,29.0864,19.2,57,100,24.2,NO,2022-03-26 09:41:50
403,Hvide Sande,56.0045,8.1294,52.09,81,39,23.96,DK,2022-03-26 09:41:51
404,Chuy,-33.6971,-53.4616,55.13,93,25,11.12,UY,2022-03-26 09:41:52
405,Orlik,52.5178,99.825,22.71,69,57,5.59,RU,2022-03-26 09:41:53
406,Boende,-0.2167,20.8667,89.69,44,100,5.21,CD,2022-03-26 09:41:54
407,Kutum,14.2,24.6667,73.98,12,65,13.58,SD,2022-03-26 09:41:55
408,Kaohsiung,22.6163,120.3133,85.95,69,40,6.91,TW,2022-03-26 09:41:56
409,Dakar,14.6937,-17.4441,67.08,88,0,11.5,SN,2022-03-26 09:38:00
410,Shahrud,36.4182,54.9763,51.85,27,17,11.41,IR,2022-03-26 09:41:57
411,Cururupu,-1.8283,-44.8683,75.06,97,95,2.8,BR,2022-03-26 09:41:58
412,Mao,39.8885,4.2658,59.56,77,75,19.57,ES,2022-03-26 09:41:59
413,Turcoaia,45.1167,28.1833,54.52,33,0,9.13,RO,2022-03-26 09:42:00
414,Saint-Michel-Des-Saints,46.6834,-73.9159,32.94,98,100,5.99,CA,2022-03-26 09:42:01
415,Vardo,70.3705,31.1107,25.05,57,100,24.96,NO,2022-03-26 09:42:02
416,Hami,42.8,93.45,54.23,19,68,1.81,CN,2022-03-26 09:42:03
417,Honiara,-9.4333,159.95,77.18,93,100,5.23,SB,2022-03-26 09:42:05
418,Okhotsk,59.3833,143.3,5.32,94,15,1.63,RU,2022-03-26 09:43:06
419,College,64.8569,-147.8028,26.92,80,75,0.0,US,2022-03-26 09:39:35
420,Lincoln,40.8,-96.667,35.29,57,74,3.0,US,2022-03-26 09:38:30
421,Morro Bay,35.3658,-120.8499,55.0,92,94,0.54,US,2022-03-26 09:43:09
422,Palmer,42.1584,-72.3287,45.01,69,100,0.0,US,2022-03-26 09:43:10
423,Caraquet,47.7941,-64.9386,28.94,90,21,11.32,CA,2022-03-26 09:43:11
424,Pandan,14.0453,124.1694,80.96,80,4,8.77,PH,2022-03-26 09:43:12
425,Kiruna,67.8557,20.2251,20.32,63,75,19.57,SE,2022-03-26 09:43:13
426,Aberdeen,57.1437,-2.0981,58.5,79,36,2.3,GB,2022-03-26 09:43:13
427,La Palma,33.8464,-118.0467,63.21,92,100,4.61,US,2022-03-26 09:43:14
428,Aranos,-24.1333,19.1167,80.53,39,47,6.58,NA,2022-03-26 09:43:16
429,Cruzeiro Do Sul,-29.5128,-51.9853,62.98,90,10,5.06,BR,2022-03-26 09:43:16
430,Anadyr,64.75,177.4833,7.3,85,100,6.71,RU,2022-03-26 09:43:17
431,Kijang,35.2442,129.2139,65.93,67,73,5.75,KR,2022-03-26 09:43:18
432,Tocache,-8.1842,-76.5125,69.93,99,100,0.09,PE,2022-03-26 09:43:19
433,Xichang,27.8964,102.2634,50.45,84,100,5.37,CN,2022-03-26 09:43:20
434,Kaspiyskiy,45.3929,47.3707,44.26,66,100,18.99,RU,2022-03-26 09:43:21
435,Sistranda,63.7256,8.834,37.36,53,99,11.05,NO,2022-03-26 09:43:22
436,Alleroy,43.21,46.28,42.26,67,100,12.26,RU,2022-03-26 09:43:23
437,Radchenko,56.6803,36.3718,39.04,75,100,17.94,RU,2022-03-26 09:43:24
438,Bolivar,37.6145,-93.4105,40.77,68,14,7.85,US,2022-03-26 09:43:25
439,Steinbach,50.1667,8.5667,61.09,44,0,11.5,DE,2022-03-26 09:43:26
440,Tura,25.5198,90.2201,94.6,8,2,11.59,IN,2022-03-26 09:43:27
441,Guerrero Negro,27.9769,-114.0611,59.34,81,30,4.12,MX,2022-03-26 09:43:28
442,Hambantota,6.1241,81.1185,88.14,70,20,9.22,LK,2022-03-26 09:43:29
443,Tatawin,32.9297,10.4518,77.95,12,64,25.39,TN,2022-03-26 09:43:30
444,Buraydah,26.326,43.975,66.65,16,0,11.41,SA,2022-03-26 09:43:31
445,Dutse,11.7594,9.3392,90.18,9,4,17.38,NG,2022-03-26 09:43:32
446,El Tigre,8.8875,-64.2454,72.82,83,100,13.53,VE,2022-03-26 09:43:33
447,Zhezkazgan,47.8043,67.7144,46.38,71,75,11.18,KZ,2022-03-26 09:43:34
448,Roald,62.5833,6.1333,44.33,61,40,10.36,NO,2022-03-26 09:43:35
449,Rocha,-34.4833,-54.3333,58.51,93,38,12.88,UY,2022-03-26 09:43:36
450,Idil,37.3411,41.8895,51.73,50,75,4.61,TR,2022-03-26 09:43:37
451,Tual,-5.6667,132.75,82.42,75,100,15.82,ID,2022-03-26 09:43:38
452,Najran,17.4924,44.1277,84.85,13,0,12.19,SA,2022-03-26 09:43:39
453,Belyy Yar,53.6039,91.3903,49.89,34,0,24.61,RU,2022-03-26 09:43:40
454,Pestravka,52.405,49.9583,32.92,100,99,8.93,RU,2022-03-26 09:43:40
455,Touros,-5.1989,-35.4608,79.97,83,100,6.51,BR,2022-03-26 09:43:41
456,Azul,-36.777,-59.8585,59.34,86,90,14.34,AR,2022-03-26 09:43:42
457,Garowe,8.4054,48.4845,92.66,12,44,10.29,SO,2022-03-26 09:43:43
458,Walvis Bay,-22.9575,14.5053,65.35,72,0,6.91,NA,2022-03-26 09:43:44
459,Jumla,29.2747,82.1838,68.74,19,3,7.18,NP,2022-03-26 09:39:04
460,Gemena,3.25,19.7667,91.45,40,100,3.76,CD,2022-03-26 09:43:47
461,Padang,-0.9492,100.3543,87.85,62,65,4.0,ID,2022-03-26 09:43:48
462,Sobolevo,54.4299,31.8996,38.05,95,100,18.54,RU,2022-03-26 09:43:49
463,Nantucket,41.2835,-70.0995,44.74,87,0,12.66,US,2022-03-26 09:41:11
464,Trincomalee,8.5711,81.2335,83.73,74,6,14.83,LK,2022-03-26 09:43:51
465,Colon,9.3592,-79.9014,77.11,78,77,7.0,PA,2022-03-26 09:43:52
466,Vila Velha,-20.3297,-40.2925,76.95,84,0,6.91,BR,2022-03-26 09:44:52
467,Rovaniemi,66.5,25.7167,24.21,74,100,14.97,FI,2022-03-26 09:44:53
468,Kokoda,-8.8785,147.7407,76.5,97,100,1.68,PG,2022-03-26 09:44:54
469,Freiburg,46.8024,7.1513,58.08,58,0,4.61,CH,2022-03-26 09:44:55
470,Kuandian,40.7286,124.7847,46.02,48,0,7.76,CN,2022-03-26 09:44:57
471,Solwezi,-12.1688,26.3894,78.55,57,63,5.23,ZM,2022-03-26 09:44:58
472,Kununurra,-15.7667,128.7333,82.38,78,74,4.61,AU,2022-03-26 09:44:59
473,Pierre,44.3683,-100.351,29.05,65,0,13.0,US,2022-03-26 09:45:00
474,Baicheng,45.6167,122.8167,37.51,63,69,21.34,CN,2022-03-26 09:45:01
475,East London,-33.0153,27.9116,65.34,88,75,5.75,ZA,2022-03-26 09:43:56
476,Honningsvag,70.9821,25.9704,22.75,80,75,25.32,NO,2022-03-26 09:45:03
477,Lormi,22.2833,81.7333,106.16,7,12,12.62,IN,2022-03-26 09:45:04
478,Omsukchan,62.5333,155.8,-5.17,98,98,4.5,RU,2022-03-26 09:45:05
479,Kaitangata,-46.2817,169.8464,52.38,95,15,1.95,NZ,2022-03-26 09:45:07
480,Sumbe,-11.2061,13.8437,83.75,70,100,5.55,AO,2022-03-26 09:45:08
481,Jardim,-21.4803,-56.1381,67.06,63,100,2.77,BR,2022-03-26 09:45:10
482,Didsbury,53.417,-2.2315,62.29,59,16,1.14,GB,2022-03-26 09:45:11
483,Barra Do Garcas,-15.89,-52.2567,71.42,96,100,1.59,BR,2022-03-26 09:42:41
484,Asifabad,19.3667,79.2833,104.54,16,43,0.36,IN,2022-03-26 09:45:12
485,Todos Santos,23.45,-110.2167,71.31,55,99,5.01,MX,2022-03-26 09:45:13
486,Bilma,18.6853,12.9164,83.05,8,35,14.09,NE,2022-03-26 09:45:15
487,Itarema,-2.9248,-39.9167,76.91,88,96,8.23,BR,2022-03-26 09:45:16
488,Baykit,61.67,96.37,25.88,95,100,9.55,RU,2022-03-26 09:45:17
489,Villa Rica,33.7321,-84.9191,47.39,83,2,9.95,US,2022-03-26 09:45:18
490,Goderich,43.7501,-81.7165,35.92,87,100,5.75,CA,2022-03-26 09:45:19
491,Tigil,57.8,158.6667,12.63,92,100,6.93,RU,2022-03-26 09:45:20
492,Bokaro,23.7833,85.9667,102.4,8,9,19.51,IN,2022-03-26 09:42:14
493,Potchefstroom,-26.7167,27.1,76.93,43,70,8.28,ZA,2022-03-26 09:45:22
494,Cairns,-16.9167,145.7667,76.06,90,40,5.75,AU,2022-03-26 09:45:23
495,Altay,47.8667,88.1167,35.65,60,1,2.77,CN,2022-03-26 09:45:24
496,Bahia De Caraquez,-0.6,-80.4167,77.18,98,100,2.48,EC,2022-03-26 09:45:26
497,Surt,31.2089,16.5887,66.85,27,6,19.26,LY,2022-03-26 09:45:27
498,Huangmei,30.1924,116.025,56.68,89,100,3.24,CN,2022-03-26 09:45:28
499,Payo,-3.7508,103.6372,87.31,67,73,2.68,ID,2022-03-26 09:45:29
500,Makueni,-1.8041,37.6203,87.1,33,1,8.03,KE,2022-03-26 09:45:31
501,Yiyang,28.5892,112.3283,53.53,88,99,5.44,CN,2022-03-26 09:45:32
502,Tirumullaivasal,11.2333,79.8333,87.37,66,22,15.61,IN,2022-03-26 09:45:33
503,Mackay,-21.15,149.2,80.58,74,90,13.8,AU,2022-03-26 09:42:00
504,Manavalakurichi,8.1333,77.3,84.74,67,51,7.05,IN,2022-03-26 09:45:35
505,Port Lincoln,-34.7333,135.8667,64.15,72,0,9.28,AU,2022-03-26 09:45:36
506,Pontes E Lacerda,-15.2261,-59.3353,66.29,97,100,2.15,BR,2022-03-26 09:45:37
507,Phan Thiet,10.9333,108.1,85.51,65,6,8.23,VN,2022-03-26 09:44:22
508,Erdenet,49.0333,104.0833,28.69,20,0,13.51,MN,2022-03-26 09:45:39
509,Gberia Fotombu,9.8833,-11.1667,84.79,53,20,4.27,SL,2022-03-26 09:45:40
510,Sao Miguel Do Araguaia,-13.275,-50.1628,71.13,94,42,4.18,BR,2022-03-26 09:46:41
511,Penzance,50.1186,-5.5371,52.92,66,1,18.41,GB,2022-03-26 09:46:42
512,Bima,-8.4667,118.7167,80.19,89,86,0.36,ID,2022-03-26 09:46:43
513,Satkhira,22.7167,89.1,99.21,28,13,8.25,BD,2022-03-26 09:46:44
514,Comodoro Rivadavia,-45.8667,-67.5,55.26,47,0,4.61,AR,2022-03-26 09:46:46
515,Plettenberg Bay,-34.0527,23.3716,68.77,64,41,11.01,ZA,2022-03-26 09:46:47
516,Phu Ly,20.5411,105.9139,90.95,50,11,9.33,VN,2022-03-26 09:43:52
517,Ixtapa,20.7,-105.2,66.22,86,19,1.66,MX,2022-03-26 09:46:49
518,Ahipara,-35.1667,173.1667,63.59,85,10,8.84,NZ,2022-03-26 09:46:50
519,Turochak,52.2576,87.1224,34.39,87,26,8.9,RU,2022-03-26 09:46:51
520,Mandalgovi,45.7625,106.2708,29.17,14,0,14.09,MN,2022-03-26 09:46:52
521,Coquimbo,-29.9533,-71.3436,58.73,100,100,5.75,CL,2022-03-26 09:46:53
522,Madimba,-10.4,40.3333,87.21,63,6,4.88,TZ,2022-03-26 09:46:54
523,Santa Cruz Del Sur,20.7147,-77.9956,73.87,85,67,6.71,CU,2022-03-26 09:46:55
524,Trairi,-3.2778,-39.2689,75.94,90,100,6.51,BR,2022-03-26 09:46:56
525,Wajima,37.4,136.9,61.48,82,75,9.22,JP,2022-03-26 09:46:00
526,Dubrovnik,42.6481,18.0922,62.24,44,0,6.91,HR,2022-03-26 09:46:58
527,Rockport,28.0206,-97.0544,67.05,97,0,6.91,US,2022-03-26 09:43:49
528,Ofunato,39.0717,141.7167,53.67,96,100,24.87,JP,2022-03-26 09:46:59
529,Colares,38.7992,-9.4469,61.45,73,20,14.0,PT,2022-03-26 09:47:01
530,Santa Maria,-29.6842,-53.8069,61.9,77,40,6.91,BR,2022-03-26 09:47:03
531,Almeirim,-1.5233,-52.5817,72.91,97,47,2.39,BR,2022-03-26 09:47:04
532,Moose Factory,51.2585,-80.6094,30.2,100,100,6.91,CA,2022-03-26 09:47:05
533,Samaipata,-18.15,-63.8667,50.49,92,100,2.95,BO,2022-03-26 09:47:06
534,Norfolk,42.1668,-71.2495,47.82,76,100,3.44,US,2022-03-26 09:47:07
535,Acuautla,20.4903,-98.0336,55.13,52,99,5.48,MX,2022-03-26 09:47:08
536,Bukama,-9.2,25.85,86.25,63,39,1.77,CD,2022-03-26 09:47:09
537,Saint-Augustin,51.226,-58.6502,28.29,95,100,23.69,CA,2022-03-26 09:47:10
538,Sipe Sipe,-17.45,-66.3833,55.89,89,94,1.32,BO,2022-03-26 09:47:11
539,Wyszkow,52.5928,21.4584,55.15,70,100,16.96,PL,2022-03-26 09:47:13
540,Quatre Cocos,-20.2078,57.7625,87.1,70,31,9.1,MU,2022-03-26 09:47:14
541,Qingdao,36.0986,120.3719,60.4,29,0,6.71,CN,2022-03-26 09:47:15
542,Port Huron,42.9709,-82.4249,35.83,90,100,5.01,US,2022-03-26 09:47:17
543,Schenectady,42.8334,-74.0829,34.92,93,65,3.53,US,2022-03-26 09:44:42
544,Necochea,-38.5473,-58.7368,61.05,94,100,20.2,AR,2022-03-26 09:47:19
545,Manzanillo,20.3433,-77.1167,73.94,80,100,4.74,CU,2022-03-26 09:47:20
546,Biltine,14.5333,20.9167,89.04,9,0,16.87,TD,2022-03-26 09:47:21
547,Fukue,32.6881,128.8419,55.76,88,75,9.22,JP,2022-03-26 09:47:22
548,De Aar,-30.6497,24.0123,72.9,29,1,10.54,ZA,2022-03-26 09:47:23
549,San Jeronimo,-11.9472,-75.2829,49.64,92,100,1.07,PE,2022-03-26 09:47:24
550,Waipawa,-41.4122,175.5153,56.14,84,100,12.75,NZ,2022-03-26 09:47:25
551,Mayo,38.8876,-76.5119,50.99,65,100,4.61,US,2022-03-26 09:47:26
552,Chumikan,54.7183,135.315,14.56,97,46,4.12,RU,2022-03-26 09:47:27
553,Kenora,49.8167,-94.4337,9.57,66,20,12.66,CA,2022-03-26 09:47:27
554,Nelson Bay,-32.7167,152.15,72.0,83,81,1.99,AU,2022-03-26 09:47:28
555,Yichun,47.7,128.9,26.4,92,96,6.42,CN,2022-03-26 09:47:29
556,Prado,-17.3411,-39.2208,76.23,84,31,3.76,BR,2022-03-26 09:47:30
557,Peiting,47.8,10.9333,57.45,43,0,10.36,DE,2022-03-26 09:48:31
558,Genhe,50.7833,121.5167,19.94,93,99,2.66,CN,2022-03-26 09:48:32
559,Salina Cruz,16.1667,-95.2,68.31,59,80,22.59,MX,2022-03-26 09:48:33
560,Mittersill,47.2667,12.4833,55.44,60,25,1.34,AT,2022-03-26 09:48:34
561,Inta,66.0317,60.1659,21.54,75,100,14.74,RU,2022-03-26 09:48:35
562,Rawa Mazowiecka,51.7644,20.2549,60.49,58,81,20.56,PL,2022-03-26 09:48:36
563,Fayaoue,-20.65,166.5333,79.72,76,62,17.56,NC,2022-03-26 09:48:37
564,Sakaiminato,35.55,133.2333,60.78,88,75,27.63,JP,2022-03-26 09:48:38
565,Wairoa,-39.0333,177.3667,62.55,81,100,27.0,NZ,2022-03-26 09:48:39
566,Vanimo,-2.6741,141.3028,79.86,82,94,7.67,PG,2022-03-26 09:48:40
567,Asmar,35.0333,71.3581,80.1,14,0,3.18,AF,2022-03-26 09:48:41
568,Adeje,28.1227,-16.726,65.32,61,20,3.44,ES,2022-03-26 09:48:42
569,Gumrak,48.7826,44.3824,51.71,35,0,20.13,RU,2022-03-26 09:48:43
570,Nuuk,64.1835,-51.7216,20.01,86,100,4.61,GL,2022-03-26 09:48:44
571,Juazeiro,-9.4117,-40.4986,73.58,88,75,6.91,BR,2022-03-26 09:48:45
572,Key West,24.5557,-81.7826,71.01,68,0,10.36,US,2022-03-26 09:48:22
573,Kasama,-10.2129,31.1808,78.58,59,13,5.55,ZM,2022-03-26 09:48:47
574,Damaturu,11.747,11.9608,91.53,12,48,20.4,NG,2022-03-26 09:48:48
575,Pochutla,15.7432,-96.4661,72.82,70,92,2.8,MX,2022-03-26 09:48:49
576,Niltepec,16.5667,-94.6167,63.75,64,69,11.99,MX,2022-03-26 09:48:50
577,Acaponeta,22.4964,-105.3594,62.28,58,52,2.71,MX,2022-03-26 09:48:51
578,Ulladulla,-35.35,150.4667,64.76,87,99,3.0,AU,2022-03-26 09:48:52
